naics_code,naics_desc,naics_level
453110,Florists,national_industry
4532,"Office supplies, stationery, and gift stores",industry_group
45321,Office supplies and stationery stores,naics_industry
453210,Office supplies and stationery stores,national_industry
45322,"Gift, novelty, and souvenir stores",naics_industry
453220,"Gift, novelty, and souvenir stores",national_industry
4533,Used merchandise stores,industry_group
45331,Used merchandise stores,naics_industry
453310,Used merchandise stores,national_industry
4539,Other miscellaneous store retailers,industry_group
45391,Pet and pet supplies stores,naics_industry
453910,Pet and pet supplies stores,national_industry
45392,Art dealers,naics_industry
453920,Art dealers,national_industry
45393,Manufactured (mobile) home dealers,naics_industry
453930,Manufactured (mobile) home dealers,national_industry
45399,All other miscellaneous store retailers,naics_industry
453991,Tobacco stores,national_industry
453998,All other miscellaneous store retailers (except tobacco stores),national_industry
454,Nonstore retailers,subsector
4541,Electronic shopping and mail-order houses,industry_group
45411,Electronic shopping and mail-order houses,naics_industry
454110,Electronic shopping and mail-order houses,national_industry
4542,Vending machine operators,industry_group
45421,Vending machine operators,naics_industry
454210,Vending machine operators,national_industry
4543,Direct selling establishments,industry_group
45431,Fuel dealers,naics_industry
454310,Fuel dealers,national_industry
45439,Other direct selling establishments,naics_industry
454390,Other direct selling establishments,national_industry
48-49,Transportation and warehousing,naics_industry
481,Air transportation,subsector
4811,Scheduled air transportation,industry_group
48111,Scheduled air transportation,naics_industry
481111,Scheduled passenger air transportation,national_industry
481112,Scheduled freight air transportation,national_industry
4812,Nonscheduled air transportation,industry_group
48121,Nonscheduled air transportation,naics_industry
481211,Nonscheduled chartered passenger air transportation,national_industry
481212,Nonscheduled chartered freight air transportation,national_industry
481219,Other nonscheduled air transportation,national_industry
482,Rail transportation,subsector
4821,Rail transportation,industry_group
48211,Rail transportation,naics_industry
482111,Line-haul railroads,national_industry
482112,Short line railroads,national_industry
483,Water transportation,subsector
4831,"Deep sea, coastal, and great lakes water transportation",industry_group
48311,"Deep sea, coastal, and great lakes water transportation",naics_industry
483111,Deep sea freight transportation,national_industry
483112,Deep sea passenger transportation,national_industry
483113,Coastal and great lakes freight transportation,national_industry
483114,Coastal and great lakes passenger transportation,national_industry
4832,Inland water transportation,industry_group
48321,Inland water transportation,naics_industry
483211,Inland water freight transportation,national_industry
483212,Inland water passenger transportation,national_industry
484,Truck transportation,subsector
4841,General freight trucking,industry_group
48411,"General freight trucking, local",naics_industry
484110,"General freight trucking, local",national_industry
48412,"General freight trucking, long-distance",naics_industry
484121,"General freight trucking, long-distance, truckload",national_industry
484122,"General freight trucking, long-distance, less than truckload",national_industry
4842,Specialized freight trucking,industry_group
48421,Used household and office goods moving,naics_industry
484210,Used household and office goods moving,national_industry
48422,"Specialized freight (except used goods) trucking, local",naics_industry
484220,"Specialized freight (except used goods) trucking, local",national_industry
48423,"Specialized freight (except used goods) trucking, long-distance",naics_industry
484230,"Specialized freight (except used goods) trucking, long-distance",national_industry
485,Transit and ground passenger transportation,subsector
4851,Urban transit systems,industry_group
48511,Urban transit systems,naics_industry
485111,Mixed mode transit systems,national_industry
485112,Commuter rail systems,national_industry
485113,Bus and other motor vehicle transit systems,national_industry
485119,Other urban transit systems,national_industry
4852,Interurban and rural bus transportation,industry_group
48521,Interurban and rural bus transportation,naics_industry
485210,Interurban and rural bus transportation,national_industry
4853,Taxi and limousine service,industry_group
48531,Taxi service,naics_industry
485310,Taxi service,national_industry
48532,Limousine service,naics_industry
485320,Limousine service,national_industry
4854,School and employee bus transportation,industry_group
48541,School and employee bus transportation,naics_industry
485410,School and employee bus transportation,national_industry
4855,Charter bus industry,industry_group
48551,Charter bus industry,naics_industry
485510,Charter bus industry,national_industry
4859,Other transit and ground passenger transportation,industry_group
48599,Other transit and ground passenger transportation,naics_industry
485991,Special needs transportation,national_industry
485999,All other transit and ground passenger transportation,national_industry
486,Pipeline transportation,subsector
4861,Pipeline transportation of crude oil,industry_group
48611,Pipeline transportation of crude oil,naics_industry
486110,Pipeline transportation of crude oil,national_industry
4862,Pipeline transportation of natural gas,industry_group
48621,Pipeline transportation of natural gas,naics_industry
486210,Pipeline transportation of natural gas,national_industry
4869,Other pipeline transportation,industry_group
48691,Pipeline transportation of refined petroleum products,naics_industry
486910,Pipeline transportation of refined petroleum products,national_industry
48699,All other pipeline transportation,naics_industry
486990,All other pipeline transportation,national_industry
487,Scenic and sightseeing transportation,subsector
4871,"Scenic and sightseeing transportation, land",industry_group
48711,"Scenic and sightseeing transportation, land",naics_industry
487110,"Scenic and sightseeing transportation, land",national_industry
4872,"Scenic and sightseeing transportation, water",industry_group
48721,"Scenic and sightseeing transportation, water",naics_industry
487210,"Scenic and sightseeing transportation, water",national_industry
4879,"Scenic and sightseeing transportation, other",industry_group
48799,"Scenic and sightseeing transportation, other",naics_industry
487990,"Scenic and sightseeing transportation, other",national_industry
488,Support activities for transportation,subsector
4881,Support activities for air transportation,industry_group
48811,Airport operations,naics_industry
488111,Air traffic control,national_industry
488119,Other airport operations,national_industry
48819,Other support activities for air transportation,naics_industry
488190,Other support activities for air transportation,national_industry
4882,Support activities for rail transportation,industry_group
48821,Support activities for rail transportation,naics_industry
488210,Support activities for rail transportation,national_industry
4883,Support activities for water transportation,industry_group
48831,Port and harbor operations,naics_industry
488310,Port and harbor operations,national_industry
48832,Marine cargo handling,naics_industry
488320,Marine cargo handling,national_industry
48833,Navigational services to shipping,naics_industry
488330,Navigational services to shipping,national_industry
48839,Other support activities for water transportation,naics_industry
488390,Other support activities for water transportation,national_industry
4884,Support activities for road transportation,industry_group
48841,Motor vehicle towing,naics_industry
488410,Motor vehicle towing,national_industry
48849,Other support activities for road transportation,naics_industry
488490,Other support activities for road transportation,national_industry
4885,Freight transportation arrangement,industry_group
48851,Freight transportation arrangement,naics_industry
488510,Freight transportation arrangement,national_industry
4889,Other support activities for transportation,industry_group
48899,Other support activities for transportation,naics_industry
488991,Packing and crating,national_industry
488999,All other support activities for transportation,national_industry
491,Postal service,subsector
4911,Postal service,industry_group
49111,Postal service,naics_industry
491110,Postal service,national_industry
492,Couriers and messengers,subsector
4921,Couriers and express delivery services,industry_group
49211,Couriers and express delivery services,naics_industry
492110,Couriers and express delivery services,national_industry
4922,Local messengers and local delivery,industry_group
49221,Local messengers and local delivery,naics_industry
492210,Local messengers and local delivery,national_industry
493,Warehousing and storage,subsector
4931,Warehousing and storage,industry_group
49311,General warehousing and storage,naics_industry
493110,General warehousing and storage,national_industry
49312,Refrigerated warehousing and storage,naics_industry
493120,Refrigerated warehousing and storage,national_industry
49313,Farm product warehousing and storage,naics_industry
493130,Farm product warehousing and storage,national_industry
49319,Other warehousing and storage,naics_industry
493190,Other warehousing and storage,national_industry
51,Information,sector
511,Publishing industries (except internet),subsector
5111,"Newspaper, periodical, book, and directory publishers",industry_group
51111,Newspaper publishers,naics_industry
511110,Newspaper publishers,national_industry
51112,Periodical publishers,naics_industry
511120,Periodical publishers,national_industry
51113,Book publishers,naics_industry
511130,Book publishers,national_industry
51114,Directory and mailing list publishers,naics_industry
511140,Directory and mailing list publishers,national_industry
51119,Other publishers,naics_industry
511191,Greeting card publishers,national_industry
511199,All other publishers,national_industry
5112,Software publishers,industry_group
51121,Software publishers,naics_industry
511210,Software publishers,national_industry
512,Motion picture and sound recording industries,subsector
5121,Motion picture and video industries,industry_group
51211,Motion picture and video production,naics_industry
512110,Motion picture and video production,national_industry
51212,Motion picture and video distribution,naics_industry
512120,Motion picture and video distribution,national_industry
51213,Motion picture and video exhibition,naics_industry
512131,Motion picture theaters (except drive-ins),national_industry
512132,Drive-in motion picture theaters,national_industry
51219,Postproduction services and other motion picture and video industries,naics_industry
512191,Teleproduction and other postproduction services,national_industry
512199,Other motion picture and video industries,national_industry
5122,Sound recording industries,industry_group
51223,Music publishers,naics_industry
512230,Music publishers,national_industry
51224,Sound recording studios,naics_industry
512240,Sound recording studios,national_industry
51225,Record production and distribution,naics_industry
512250,Record production and distribution,national_industry
51229,Other sound recording industries,naics_industry
512290,Other sound recording industries,national_industry
515,Broadcasting (except internet),subsector
5151,Radio and television broadcasting,industry_group
51511,Radio broadcasting,naics_industry
515111,Radio networks,national_industry
515112,Radio stations,national_industry
51512,Television broadcasting,naics_industry
515120,Television broadcasting,national_industry
5152,Cable and other subscription programming,industry_group
51521,Cable and other subscription programming,naics_industry
515210,Cable and other subscription programming,national_industry
517,Telecommunications,subsector
5173,Wired and wireless telecommunications carriers,industry_group
51731,Wired and wireless telecommunications carriers,naics_industry
517311,Wired telecommunications carriers,national_industry
517312,Wireless telecommunications carriers (except satellite),national_industry
5174,Satellite telecommunications,industry_group
51741,Satellite telecommunications,naics_industry
517410,Satellite telecommunications,national_industry
5179,Other telecommunications,industry_group
51791,Other telecommunications,naics_industry
517911,Telecommunications resellers,national_industry
517919,All other telecommunications,national_industry
518,"Data processing, hosting, and related services",subsector
5182,"Data processing, hosting, and related services",industry_group
51821,"Data processing, hosting, and related services",naics_industry
518210,"Data processing, hosting, and related services",national_industry
519,Other information services,subsector
5191,Other information services,industry_group
51911,News syndicates,naics_industry
519110,News syndicates,national_industry
51912,Libraries and archives,naics_industry
519120,Libraries and archives,national_industry
51913,Internet publishing and broadcasting and web search portals,naics_industry
519130,Internet publishing and broadcasting and web search portals,national_industry
51919,All other information services,naics_industry
519190,All other information services,national_industry
52,Finance and insurance,sector
521,Monetary authorities-central bank,subsector
5211,Monetary authorities-central bank,industry_group
52111,Monetary authorities-central bank,naics_industry
521110,Monetary authorities-central bank,national_industry
522,Credit intermediation and related activities,subsector
5221,Depository credit intermediation,industry_group
52211,Commercial banking,naics_industry
522110,Commercial banking,national_industry
52212,Savings institutions,naics_industry
522120,Savings institutions,national_industry
52213,Credit unions,naics_industry
522130,Credit unions,national_industry
52219,Other depository credit intermediation,naics_industry
522190,Other depository credit intermediation,national_industry
5222,Nondepository credit intermediation,industry_group
52221,Credit card issuing,naics_industry
522210,Credit card issuing,national_industry
52222,Sales financing,naics_industry
522220,Sales financing,national_industry
52229,Other nondepository credit intermediation,naics_industry
522291,Consumer lending,national_industry
522292,Real estate credit,national_industry
522293,International trade financing,national_industry
522294,Secondary market financing,national_industry
522298,All other nondepository credit intermediation,national_industry
5223,Activities related to credit intermediation,industry_group
52231,Mortgage and nonmortgage loan brokers,naics_industry
522310,Mortgage and nonmortgage loan brokers,national_industry
52232,"Financial transactions processing, reserve, and clearinghouse activities",naics_industry
522320,"Financial transactions processing, reserve, and clearinghouse activities",national_industry
52239,Other activities related to credit intermediation,naics_industry
522390,Other activities related to credit intermediation,national_industry
523,"Securities, commodity contracts, and other financial investments and related activities",subsector
5231,Securities and commodity contracts intermediation and brokerage,industry_group
52311,Investment banking and securities dealing,naics_industry
523110,Investment banking and securities dealing,national_industry
52312,Securities brokerage,naics_industry
523120,Securities brokerage,national_industry
52313,Commodity contracts dealing,naics_industry
523130,Commodity contracts dealing,national_industry
52314,Commodity contracts brokerage,naics_industry
523140,Commodity contracts brokerage,national_industry
5232,Securities and commodity exchanges,industry_group
52321,Securities and commodity exchanges,naics_industry
523210,Securities and commodity exchanges,national_industry
5239,Other financial investment activities,industry_group
52391,Miscellaneous intermediation,naics_industry
523910,Miscellaneous intermediation,national_industry
52392,Portfolio management,naics_industry
523920,Portfolio management,national_industry
52393,Investment advice,naics_industry
523930,Investment advice,national_industry
52399,All other financial investment activities,naics_industry
523991,"Trust, fiduciary, and custody activities",national_industry
523999,Miscellaneous financial investment activities,national_industry
524,Insurance carriers and related activities,subsector
5241,Insurance carriers,industry_group
52411,"Direct life, health, and medical insurance carriers",naics_industry
524113,Direct life insurance carriers,national_industry
524114,Direct health and medical insurance carriers,national_industry
52412,"Direct insurance (except life, health, and medical) carriers",naics_industry
524126,Direct property and casualty insurance carriers,national_industry
524127,Direct title insurance carriers,national_industry
524128,"Other direct insurance (except life, health, and medical) carriers",national_industry
52413,Reinsurance carriers,naics_industry
524130,Reinsurance carriers,national_industry
5242,"Agencies, brokerages, and other insurance related activities",industry_group
52421,Insurance agencies and brokerages,naics_industry
524210,Insurance agencies and brokerages,national_industry
52429,Other insurance related activities,naics_industry
524291,Claims adjusting,national_industry
524292,Third party administration of insurance and pension funds,national_industry
524298,All other insurance related activities,national_industry
525,"Funds, trusts, and other financial vehicles",subsector
5251,Insurance and employee benefit funds,industry_group
52511,Pension funds,naics_industry
525110,Pension funds,national_industry
52512,Health and welfare funds,naics_industry
525120,Health and welfare funds,national_industry
52519,Other insurance funds,naics_industry
525190,Other insurance funds,national_industry
5259,Other investment pools and funds,industry_group
52591,Open-end investment funds,naics_industry
525910,Open-end investment funds,national_industry
52592,"Trusts, estates, and agency accounts",naics_industry
525920,"Trusts, estates, and agency accounts",national_industry
52599,Other financial vehicles,naics_industry
525990,Other financial vehicles,national_industry
53,Real estate and rental and leasing,sector
531,Real estate,subsector
5311,Lessors of real estate,industry_group
53111,Lessors of residential buildings and dwellings,naics_industry
531110,Lessors of residential buildings and dwellings,national_industry
53112,Lessors of nonresidential buildings (except miniwarehouses),naics_industry
531120,Lessors of nonresidential buildings (except miniwarehouses),national_industry
53113,Lessors of miniwarehouses and self-storage units,naics_industry
531130,Lessors of miniwarehouses and self-storage units,national_industry
53119,Lessors of other real estate property,naics_industry
531190,Lessors of other real estate property,national_industry
5312,Offices of real estate agents and brokers,industry_group
53121,Offices of real estate agents and brokers,naics_industry
531210,Offices of real estate agents and brokers,national_industry
5313,Activities related to real estate,industry_group
53131,Real estate property managers,naics_industry
531311,Residential property managers,national_industry
531312,Nonresidential property managers,national_industry
53132,Offices of real estate appraisers,naics_industry
531320,Offices of real estate appraisers,national_industry
53139,Other activities related to real estate,naics_industry
531390,Other activities related to real estate,national_industry
532,Rental and leasing services,subsector
5321,Automotive equipment rental and leasing,industry_group
53211,Passenger car rental and leasing,naics_industry
532111,Passenger car rental,national_industry
532112,Passenger car leasing,national_industry
53212,"Truck, utility trailer, and rv (recreational vehicle) rental and leasing",naics_industry
532120,"Truck, utility trailer, and rv (recreational vehicle) rental and leasing",national_industry
5322,Consumer goods rental,industry_group
53221,Consumer electronics and appliances rental,naics_industry
532210,Consumer electronics and appliances rental,national_industry
53228,Other consumer goods rental,naics_industry
532281,Formal wear and costume rental,national_industry
532282,Video tape and disc rental,national_industry
532283,Home health equipment rental,national_industry
532284,Recreational goods rental,national_industry
532289,All other consumer goods rental,national_industry
5323,General rental centers,industry_group
53231,General rental centers,naics_industry
532310,General rental centers,national_industry
5324,Commercial and industrial machinery and equipment rental and leasing,industry_group
53241,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",naics_industry
532411,"Commercial air, rail, and water transportation equipment rental and leasing",national_industry
532412,"Construction, mining, and forestry machinery and equipment rental and leasing",national_industry
53242,Office machinery and equipment rental and leasing,naics_industry
532420,Office machinery and equipment rental and leasing,national_industry
53249,Other commercial and industrial machinery and equipment rental and leasing,naics_industry
532490,Other commercial and industrial machinery and equipment rental and leasing,national_industry
533,Lessors of nonfinancial intangible assets (except copyrighted works),subsector
5331,Lessors of nonfinancial intangible assets (except copyrighted works),industry_group
53311,Lessors of nonfinancial intangible assets (except copyrighted works),naics_industry
533110,Lessors of nonfinancial intangible assets (except copyrighted works),national_industry
54,"Professional, scientific, and technical services",sector
541,"Professional, scientific, and technical services",subsector
5411,Legal services,industry_group
54111,Offices of lawyers,naics_industry
541110,Offices of lawyers,national_industry
54112,Offices of notaries,naics_industry
541120,Offices of notaries,national_industry
54119,Other legal services,naics_industry
541191,Title abstract and settlement offices,national_industry
541199,All other legal services,national_industry
5412,"Accounting, tax preparation, bookkeeping, and payroll services",industry_group
54121,"Accounting, tax preparation, bookkeeping, and payroll services",naics_industry
541211,Offices of certified public accountants,national_industry
541213,Tax preparation services,national_industry
541214,Payroll services,national_industry
541219,Other accounting services,national_industry
5413,"Architectural, engineering, and related services",industry_group
54131,Architectural services,naics_industry
541310,Architectural services,national_industry
54132,Landscape architectural services,naics_industry
541320,Landscape architectural services,national_industry
54133,Engineering services,naics_industry
541330,Engineering services,national_industry
54134,Drafting services,naics_industry
541340,Drafting services,national_industry
54135,Building inspection services,naics_industry
541350,Building inspection services,national_industry
54136,Geophysical surveying and mapping services,naics_industry
541360,Geophysical surveying and mapping services,national_industry
54137,Surveying and mapping (except geophysical) services,naics_industry
541370,Surveying and mapping (except geophysical) services,national_industry
54138,Testing laboratories,naics_industry
541380,Testing laboratories,national_industry
5414,Specialized design services,industry_group
54141,Interior design services,naics_industry
541410,Interior design services,national_industry
54142,Industrial design services,naics_industry
541420,Industrial design services,national_industry
54143,Graphic design services,naics_industry
541430,Graphic design services,national_industry
54149,Other specialized design services,naics_industry
541490,Other specialized design services,national_industry
5415,Computer systems design and related services,industry_group
54151,Computer systems design and related services,naics_industry
541511,Custom computer programming services,national_industry
541512,Computer systems design services,national_industry
541513,Computer facilities management services,national_industry
541519,Other computer related services,national_industry
5416,"Management, scientific, and technical consulting services",industry_group
54161,Management consulting services,naics_industry
541611,Administrative management and general management consulting services,national_industry
541612,Human resources consulting services,national_industry
541613,Marketing consulting services,national_industry
541614,"Process, physical distribution, and logistics consulting services",national_industry
541618,Other management consulting services,national_industry
54162,Environmental consulting services,naics_industry
541620,Environmental consulting services,national_industry
54169,Other scientific and technical consulting services,naics_industry
541690,Other scientific and technical consulting services,national_industry
5417,Scientific research and development services,industry_group
54171,"Research and development in the physical, engineering, and life sciences",naics_industry
541713,Research and development in nanotechnology,national_industry
541714,Research and development in biotechnology (except nanobiotechnology),national_industry
541715,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",national_industry
54172,Research and development in the social sciences and humanities,naics_industry
541720,Research and development in the social sciences and humanities,national_industry
5418,"Advertising, public relations, and related services",industry_group
54181,Advertising agencies,naics_industry
541810,Advertising agencies,national_industry
54182,Public relations agencies,naics_industry
541820,Public relations agencies,national_industry
54183,Media buying agencies,naics_industry
541830,Media buying agencies,national_industry
54184,Media representatives,naics_industry
541840,Media representatives,national_industry
54185,Outdoor advertising,naics_industry
541850,Outdoor advertising,national_industry
54186,Direct mail advertising,naics_industry
541860,Direct mail advertising,national_industry
54187,Advertising material distribution services,naics_industry
541870,Advertising material distribution services,national_industry
54189,Other services related to advertising,naics_industry
541890,Other services related to advertising,national_industry
5419,"Other professional, scientific, and technical services",industry_group
54191,Marketing research and public opinion polling,naics_industry
541910,Marketing research and public opinion polling,national_industry
54192,Photographic services,naics_industry
541921,"Photography studios, portrait",national_industry
541922,Commercial photography,national_industry
54193,Translation and interpretation services,naics_industry
541930,Translation and interpretation services,national_industry
54194,Veterinary services,naics_industry
541940,Veterinary services,national_industry
54199,"All other professional, scientific, and technical services",naics_industry
541990,"All other professional, scientific, and technical services",national_industry
55,Management of companies and enterprises,sector
551,Management of companies and enterprises,subsector
5511,Management of companies and enterprises,industry_group
55111,Management of companies and enterprises,naics_industry
551111,Offices of bank holding companies,national_industry
551112,Offices of other holding companies,national_industry
551114,"Corporate, subsidiary, and regional managing offices",national_industry
56,Administrative and support and waste management and remediation services,sector
561,Administrative and support services,subsector
5611,Office administrative services,industry_group
56111,Office administrative services,naics_industry
561110,Office administrative services,national_industry
5612,Facilities support services,industry_group
56121,Facilities support services,naics_industry
561210,Facilities support services,national_industry
5613,Employment services,industry_group
56131,Employment placement agencies and executive search services,naics_industry
561311,Employment placement agencies,national_industry
561312,Executive search services,national_industry
56132,Temporary help services,naics_industry
561320,Temporary help services,national_industry
56133,Professional employer organizations,naics_industry
561330,Professional employer organizations,national_industry
5614,Business support services,industry_group
56141,Document preparation services,naics_industry
561410,Document preparation services,national_industry
56142,Telephone call centers,naics_industry
561421,Telephone answering services,national_industry
561422,Telemarketing bureaus and other contact centers,national_industry
56143,Business service centers,naics_industry
561431,Private mail centers,national_industry
561439,Other business service centers (including copy shops),national_industry
56144,Collection agencies,naics_industry
561440,Collection agencies,national_industry
56145,Credit bureaus,naics_industry
561450,Credit bureaus,national_industry
56149,Other business support services,naics_industry
561491,Repossession services,national_industry
561492,Court reporting and stenotype services,national_industry
561499,All other business support services,national_industry
5615,Travel arrangement and reservation services,industry_group
56151,Travel agencies,naics_industry
561510,Travel agencies,national_industry
56152,Tour operators,naics_industry
561520,Tour operators,national_industry
56159,Other travel arrangement and reservation services,naics_industry
561591,Convention and visitors bureaus,national_industry
561599,All other travel arrangement and reservation services,national_industry
5616,Investigation and security services,industry_group
56161,"Investigation, guard, and armored car services",naics_industry
561611,Investigation services,national_industry
561612,Security guards and patrol services,national_industry
561613,Armored car services,national_industry
56162,Security systems services,naics_industry
561621,Security systems services (except locksmiths),national_industry
561622,Locksmiths,national_industry
5617,Services to buildings and dwellings,industry_group
56171,Exterminating and pest control services,naics_industry
561710,Exterminating and pest control services,national_industry
56172,Janitorial services,naics_industry
561720,Janitorial services,national_industry
56173,Landscaping services,naics_industry
561730,Landscaping services,national_industry
56174,Carpet and upholstery cleaning services,naics_industry
561740,Carpet and upholstery cleaning services,national_industry
56179,Other services to buildings and dwellings,naics_industry
561790,Other services to buildings and dwellings,national_industry
5619,Other support services,industry_group
56191,Packaging and labeling services,naics_industry
561910,Packaging and labeling services,national_industry
56192,Convention and trade show organizers,naics_industry
561920,Convention and trade show organizers,national_industry
56199,All other support services,naics_industry
561990,All other support services,national_industry
562,Waste management and remediation services,subsector
5621,Waste collection,industry_group
56211,Waste collection,naics_industry
562111,Solid waste collection,national_industry
562112,Hazardous waste collection,national_industry
562119,Other waste collection,national_industry
5622,Waste treatment and disposal,industry_group
56221,Waste treatment and disposal,naics_industry
562211,Hazardous waste treatment and disposal,national_industry
562212,Solid waste landfill,national_industry
562213,Solid waste combustors and incinerators,national_industry
562219,Other nonhazardous waste treatment and disposal,national_industry
5629,Remediation and other waste management services,industry_group
56291,Remediation services,naics_industry
562910,Remediation services,national_industry
56292,Materials recovery facilities,naics_industry
562920,Materials recovery facilities,national_industry
56299,All other waste management services,naics_industry
562991,Septic tank and related services,national_industry
562998,All other miscellaneous waste management services,national_industry
61,Educational services,sector
611,Educational services,subsector
6111,Elementary and secondary schools,industry_group
61111,Elementary and secondary schools,naics_industry
611110,Elementary and secondary schools,national_industry
6112,Junior colleges,industry_group
61121,Junior colleges,naics_industry
611210,Junior colleges,national_industry
6113,"Colleges, universities, and professional schools",industry_group
61131,"Colleges, universities, and professional schools",naics_industry
611310,"Colleges, universities, and professional schools",national_industry
6114,Business schools and computer and management training,industry_group
61141,Business and secretarial schools,naics_industry
611410,Business and secretarial schools,national_industry
61142,Computer training,naics_industry
611420,Computer training,national_industry
61143,Professional and management development training,naics_industry
611430,Professional and management development training,national_industry
6115,Technical and trade schools,industry_group
61151,Technical and trade schools,naics_industry
611511,Cosmetology and barber schools,national_industry
611512,Flight training,national_industry
611513,Apprenticeship training,national_industry
611519,Other technical and trade schools,national_industry
6116,Other schools and instruction,industry_group
61161,Fine arts schools,naics_industry
611610,Fine arts schools,national_industry
61162,Sports and recreation instruction,naics_industry
611620,Sports and recreation instruction,national_industry
61163,Language schools,naics_industry
611630,Language schools,national_industry
61169,All other schools and instruction,naics_industry
611691,Exam preparation and tutoring,national_industry
611692,Automobile driving schools,national_industry
611699,All other miscellaneous schools and instruction,national_industry
6117,Educational support services,industry_group
61171,Educational support services,naics_industry
611710,Educational support services,national_industry
62,Health care and social assistance,sector
621,Ambulatory health care services,subsector
6211,Offices of physicians,industry_group
62111,Offices of physicians,naics_industry
621111,Offices of physicians (except mental health specialists),national_industry
621112,"Offices of physicians, mental health specialists",national_industry
6212,Offices of dentists,industry_group
62121,Offices of dentists,naics_industry
621210,Offices of dentists,national_industry
6213,Offices of other health practitioners,industry_group
62131,Offices of chiropractors,naics_industry
621310,Offices of chiropractors,national_industry
62132,Offices of optometrists,naics_industry
621320,Offices of optometrists,national_industry
62133,Offices of mental health practitioners (except physicians),naics_industry
621330,Offices of mental health practitioners (except physicians),national_industry
62134,"Offices of physical, occupational and speech therapists, and audiologists",naics_industry
621340,"Offices of physical, occupational and speech therapists, and audiologists",national_industry
62139,Offices of all other health practitioners,naics_industry
621391,Offices of podiatrists,national_industry
621399,Offices of all other miscellaneous health practitioners,national_industry
6214,Outpatient care centers,industry_group
62141,Family planning centers,naics_industry
621410,Family planning centers,national_industry
62142,Outpatient mental health and substance abuse centers,naics_industry
621420,Outpatient mental health and substance abuse centers,national_industry
62149,Other outpatient care centers,naics_industry
621491,Hmo medical centers,national_industry
621492,Kidney dialysis centers,national_industry
621493,Freestanding ambulatory surgical and emergency centers,national_industry
621498,All other outpatient care centers,national_industry
6215,Medical and diagnostic laboratories,industry_group
62151,Medical and diagnostic laboratories,naics_industry
621511,Medical laboratories,national_industry
621512,Diagnostic imaging centers,national_industry
6216,Home health care services,industry_group
62161,Home health care services,naics_industry
621610,Home health care services,national_industry
6219,Other ambulatory health care services,industry_group
62191,Ambulance services,naics_industry
621910,Ambulance services,national_industry
62199,All other ambulatory health care services,naics_industry
621991,Blood and organ banks,national_industry
621999,All other miscellaneous ambulatory health care services,national_industry
622,Hospitals,subsector
6221,General medical and surgical hospitals,industry_group
62211,General medical and surgical hospitals,naics_industry
622110,General medical and surgical hospitals,national_industry
6222,Psychiatric and substance abuse hospitals,industry_group
62221,Psychiatric and substance abuse hospitals,naics_industry
622210,Psychiatric and substance abuse hospitals,national_industry
6223,Specialty (except psychiatric and substance abuse) hospitals,industry_group
62231,Specialty (except psychiatric and substance abuse) hospitals,naics_industry
622310,Specialty (except psychiatric and substance abuse) hospitals,national_industry
623,Nursing and residential care facilities,subsector
6231,Nursing care facilities (skilled nursing facilities),industry_group
62311,Nursing care facilities (skilled nursing facilities),naics_industry
623110,Nursing care facilities (skilled nursing facilities),national_industry
6232,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",industry_group
62321,Residential intellectual and developmental disability facilities,naics_industry
623210,Residential intellectual and developmental disability facilities,national_industry
62322,Residential mental health and substance abuse facilities,naics_industry
623220,Residential mental health and substance abuse facilities,national_industry
6233,Continuing care retirement communities and assisted living facilities for the elderly,industry_group
62331,Continuing care retirement communities and assisted living facilities for the elderly,naics_industry
623311,Continuing care retirement communities,national_industry
623312,Assisted living facilities for the elderly,national_industry
6239,Other residential care facilities,industry_group
62399,Other residential care facilities,naics_industry
623990,Other residential care facilities,national_industry
624,Social assistance,subsector
6241,Individual and family services,industry_group
62411,Child and youth services,naics_industry
624110,Child and youth services,national_industry
62412,Services for the elderly and persons with disabilities,naics_industry
624120,Services for the elderly and persons with disabilities,national_industry
62419,Other individual and family services,naics_industry
624190,Other individual and family services,national_industry
6242,"Community food and housing, and emergency and other relief services",industry_group
62421,Community food services,naics_industry
624210,Community food services,national_industry
62422,Community housing services,naics_industry
624221,Temporary shelters,national_industry
624229,Other community housing services,national_industry
62423,Emergency and other relief services,naics_industry
624230,Emergency and other relief services,national_industry
6243,Vocational rehabilitation services,industry_group
62431,Vocational rehabilitation services,naics_industry
624310,Vocational rehabilitation services,national_industry
6244,Child day care services,industry_group
62441,Child day care services,naics_industry
624410,Child day care services,national_industry
71,"Arts, entertainment, and recreation",sector
711,"Performing arts, spectator sports, and related industries",subsector
7111,Performing arts companies,industry_group
71111,Theater companies and dinner theaters,naics_industry
711110,Theater companies and dinner theaters,national_industry
71112,Dance companies,naics_industry
711120,Dance companies,national_industry
71113,Musical groups and artists,naics_industry
711130,Musical groups and artists,national_industry
71119,Other performing arts companies,naics_industry
711190,Other performing arts companies,national_industry
7112,Spectator sports,industry_group
71121,Spectator sports,naics_industry
711211,Sports teams and clubs,national_industry
711212,Racetracks,national_industry
711219,Other spectator sports,national_industry
7113,"Promoters of performing arts, sports, and similar events",industry_group
71131,"Promoters of performing arts, sports, and similar events with facilities",naics_industry
711310,"Promoters of performing arts, sports, and similar events with facilities",national_industry
71132,"Promoters of performing arts, sports, and similar events without facilities",naics_industry
